news_article,label
"COUPLE CHARGED WITH MONEY LAUNDERING
Court-Money
SEREMBAN, Sept 19 (Bernama) -- A British national and his Malaysian
wife were charged by the Seremban Sessions Court with seven additional
counts of accepting RM11.78 million that was derived from illegal on-line
activities.
The directors of Pic Pay Dot Com Sdn Bhd, Bryan John Marsden, 58, and
his wife Phan Sew Ken, 51, pleaded not guilty when the charges were read
separately to them.
Both of them from Bandar Sunway, Petaling Jaya were charged with
committing the offences between Jan 4 2005 and June 14 2005 at the EON Bank
Group in Taman Semarak, Nilai near here.
They were charged under Section 4 (1) of the Money Laundering
Prevention Act 2001, and read together with Section 87(1) of the same Act
that carried a maximum five year jail, a maximum penalty of RM5 million or
both upon conviction.
Marsden also faced two separate charges of accepting RM106,000 illegal
money using his personal account 09610001964 on Jan 28 2004 and Feb 20 2004
at the same bank.
Judge Alaudeen Ismail had fixed Oct 10 to hear the appeal for bail of
RM500,000 with two guarantors submitted by counsel for the accused.
""The court has decided the two lawyers should write to apply for the
bail to be reduced. This is because the two cases are charged at different
courts,"" he said.
Deputy Public Prosecutor Muhammad Saifuddin Hashim Musaimi appeared for
the prosecution.
Marsden was represented by Counsel J. Kuldeep Kumar, while his wife was
represented by Leong Wey Pyu.
Last Aug 30, Marsden and Phan were charged with 41 counts of collecting
funds worth RM26.7 million derived from illegal on-line activities.
Marsden was then brought to the Kuala Lumpur Sessions Court to face
seven more charges involving funds worth RM7 million.
The case was the first to be investigated and prosecuted by Bank Negara
since the Act was introduced in 2001.
-- BERNAMA
SHS FG AO
",Money laundaring
"EX-DIRECTOR CLAIMS TRIAL TO 50 CHARGES OF MONEY LAUNDERING
Court-Money
KUALA LUMPUR, April 20 (Bernama) -- A former director of a timber
company today pleaded not guilty in the Sessions Court to 50 charges of
engaging in money laundering involving RM4.6 million two years ago.
Ibrahim Salleh, 43, is alleged to have committed the offences by using
money derived from illegal activity to pay to 15 individuals and 20
companies apart from his personal use.
He is alleged to have committed the offences between May 4 and Aug 8 in
2005 at Maybank Berhad at Menara Maybank in Jalan Tun Perak here with
cheques for amounts of between RM500 and RM1.2 million.
Ibrahim, who is now unemployed, was charged under Section 4(1) of the
Anti-Money Laundering and Anti-Terrorism Financing Act 2001 which provides
for a maximum jail term of five years or a RM5-million fine upon
conviction.
His counsel, Hermes Ibrahim, applied to the court to make use of the
RM200,000 bail which Ibrahim had posted for an earlier money laundering
case involving US dollars but Deputy Public Prosecutor Maziah Abu objected,
saying it was a different case and sought bail of RM500,000 for all
charges.
Judge Rosenani Abd Rahman allowed bail of RM100,000 in one surety and
ordered Ibrahim's passport to be surrendered to the court.
She also set May 28 for mention of the case.
Ibrahim posted the bail.
-- BERNAMA
ZMN HK MGN
",Money laundaring
"MALAYSIAN COMPANY DEVELOPS SOFTWARE SOLUTION TO TACKLE MONEY LAUNDERING
TESS-SOLUTION
KUALA LUMPUR, July 20 (Bernama) -- A Malaysian company has developed a
full-fledged financial software solution that enable financial institutions to
comply with anti-money laundering and counter-financing terrorism regulatory
requirements.
Called Intelligent Sensor for Money Laundering (Coral iSEM), the product was
developed by TESS Innovation Sdn Bhd in collaboration with Universiti Malaya.
TESS chief executive officer B.Y. Liew told Bernama in an interview that it
took the company about one year to complete the development of the product which
was launched few months ago.
Coral iSEM is a highly configurable and intelligent anti-money laundering
solution with in-built detection mechanism to trace fraudulent transactions with
efficiency and pinpoint accurate capabilities, Liew said.
""This is a complete end-to-end solution to enable financial institutions and
others to manage the system in efficient and effective manner in tracing
fraudulent transactions,"" he said on the sidelines of the International
Conference on Financial Crime and Terrorism Financing 2010 here.
Liew said the product comes with a complete alert management system that
will trigger alerts for any suspicious customers or transactions.
The system will also generate various reports as required for internal usage
and for external authorities, he said.
Coral iSEM also comes with a secured Web-based system in compliance with the
most stringent banking web application security and audit guidelines, he added.
Liew said target groups for the product were financial services
institutions, insurance companies, unit trust management companies and
securities services.
""So far, we have received good and positive feedback from the local market,""
he said.
Besides Malaysia, the company hoped to penetrate the African and Asian
markets, including the Middle East. -- BERNAMA
RV NNA LC
",Money laundaring
"MONEY LAUNDERING UNDER CONTROL IN MALAYSIA
MACC-MONEY
KUALA LUMPUR, July 20 (Bernama) -- Money laundering and terrorism financing
is still under control in Malaysia due to the commitment and cooperation among
various agencies in dealing with the problem, Malaysian Anti-Corruption
Commission (MACC) investigation director Mustafar Ali said.
Mustafar said the MACC also cooperated with Bank Negara and the
Attorney-General's Chambers in weeding out money laundering.
Speaking to Bernama at the 2010 International Conference on Financial Crime
and Terrorism Financing here today, Mustafar said the MACC nevertheless would
double its effort to combat the trans-boundary crime.
Mustafar also said that there was a need to enhance collaboration among
agencies to deal with the problem because money laundering involved
international network.
""Crime does not pay. Don't ever think that nobody knows when money is being
laundered. There are numerous systems and methods to detect these transactions,""
he said.
He added that the people's awareness against the crime was also on the
increase ever since the introduction of the Anti-Money Laundering and
Anti-Terrorism Financing Act 2001.
Yesterday, Bank Negara deputy governor Datuk Zamani Abdul Ghani told the
conference that 94 money laundering cases were at the various stage of
prosecution with more than 3,000 charges involving proceeds amounting to RM1.2
billion.
-- BERNAMA
NNA RV AR JS
",Money laundaring
"MALAYSIA, PHILIPPINES MONITORING MONEY LAUNDERING SYNDICATES
Police-Laundering
KUALA LUMPUR, Aug 20 (Bernama) -- The Philippine and Malaysian police
forces are working closely to monitor organised crime syndicates that are
trying to make Southeast Asia the centre for their money laundering
activities.
Senior Supt Lucas Vera, deeputy executive director of the Philippine
Centre of Transnational Crimes, said these groups were taking advantage of
the economic crisis in the region.
""They make the best use of financial institutions here as the hard hit
developing countries in Asean are hungry for investors and cash,"" he told
Bernama on the sidelines of the Asia Region Heads of Criminal Intelligence
Working Group meeting here today.
Taking part in the three-day meeting are 38 officers from Australia,
Brunei, Cambodia, Canada, China, Hong Kong, India, Indonesia, Iran, Japan,
India, Pakistan, Singapore, Vietnam and Thailand as well as Interpol.
Vera said the authorities were aware that organised criminal groups
were also using communication technology to carry out their illicit
activities.
It is learnt that crime syndicates clean their dirty money by using
offshore financial havens and cash-only businesses, and abuse of certain
financial services offered by banks and other deposit-taking institutions.
Emerging markets such as insurance and money changing sectors are also
increasingly becoming the venue for large scale money laundering.
Vera did not rule out the possibility that local groups were
collaborating with international criminals in the lucrative business.
""Their method is to transport a huge amount of US dollars and
counterfeits in to a country and with the locals' help, they change it to
local currency,"" he said.
He, however, denied that money laundering activities in Southeast Asia
were used to finance terrorist organisations.
""They are purely criminal syndicates,"" he said.
--BERNAMA
SLR ZS SK
",Money laundaring
"INTERNATION CO-OPERATION NEEDED TO COMBAT MONEY LAUNDERING
MONEY LAUNDERING-LABUAN
LABUAN, Oct 20 (Bernama) -- International co-operation is a
pre-requisite to effectively fight against transnational organised crime,
including money laundering, said Deputy Finance Minister Datuk Dr Shafie
Mohamad Salleh today.
As such, he said the Association of South East Asian Nations (Asean)
had established the Asean plan of action to combat transnational crime for
the benefit of member countries.
The plan included the exchange of information, legal and administrative
assistance among Asean member countries wherever feasible, he said when
opening a money laundering and financial fraud conference here.
""Financial crime is a global contagion and that's why we need
international co-operation to address the problem,"" he said.
On money-laundering, Shafie said measures to create knowledge and
awareness to counteract it were essential and vital, and ""it is still
lacking among the global financial community, including the Labuan Offshore
Financial Centre (IOFC).
However, with the strong support by Labuan Offshore Financial Services
IOFC would be ready and willing to undertake the necessary steps to curb
this threat to national and global financial systems.
Shafie said the development of Information and Communications
Technology (ICT) had provided opportunities for criminal groups or
individuals to speed up the processes of money laundering.
""The ultimate objective of any money launderer is to achieve personal
gain without detection and to this end, money launderers will exploit
countries or jurisdictions with the weakest counter measures and
enforcement against money laundering.
""Money launderers will transfer their networks from country to country,
layering their financial transactions through different jurisdictions to
undertake money laundering activities,"" he said.
In this regard, Shafie said various measures to curb financial crimes
in Labuan IOFC were reflected in the existing offshore legislation.
These efforts included a mutual evaluation on Labuan IOFC by the
Asia-Pacific Group on Money Laundering and the Offshore Group of Banking
Supervisors in May 2001.
Labuan IOFC, he said, had been deemed to be a low-risk jurisdiction for
money laundering and did not have a serious organised crime problem.
The mutual evaluation report had reinforced the image of Labuan as a
regulated IOFC, he said. -- BERNAMA
NT SHY
",Money laundaring
"BANGLADESH SEEKS MSIA'S HELP TO STEM MONEY-LAUNDERING
Bangladesh-MOU
NEW DELHI, Feb 21 (Bernama) -- Disturbed by the illegal outflow of money,
the Bangladeshi government plans to sign agreements with six countries,
including Malaysia, to prevent Bangladeshis from siphoning off money out of the
country.
Bangladesh Bank's Financial Intelligence Unit is fine-tuning a bilateral
agreement with Bank Negara Malaysia to curb money-laundering, which the interim
government viewed as a serious national problem.
""It is a serious problem for us and we will be signing an agreement with
Malaysia to exchange information to stop people from siphoning off money out of
the country,"" a senior Bangladesh Bank official familiar with the agreement
told Bernama from Dhaka.
Besides Malaysia, Bangladesh plans to sign similar pacts with Hong Kong,
Singapore, UK, United Arab Emirates and the US, said the official.
The Bangladeshi authorities would set up a national taskforce, comprising
members from the Attorney General's office, Home Ministry and the central
bank, to liaise with foreign counterparts to reclaim the illegal assets taken
out of the country.
About 10 Bangladeshi officials would attend World Bank-funded training
themed ""Stolen Assets Recovery"" in Switzerland later this month.
A new Anti-Money Laundering Ordinance is also being put in place to
empower
Bangladesh Bank, its central bank, to recover the money.
Last month, Sri Lanka's Central Bank signed a similar agreement with
Malaysia to deal with cross-border financing and money-laundering.
-- BERNAMA
VP THS
",Money laundaring
"BNM TO STEP UP ACTION ON MONEY LAUNDERING AND TERROR FINANCING
REPORT-MONEY LAUNDERING
KUALA LUMPUR, March 21 (Bernama) -- Bank Negara Malaysia will continue
to focus on developing internationally-recognised laws and rules to deter
money laundering and the financing of terrorism activities.
It is also intensifying its cooperation with domestic agencies in order
to expand the Anti-Money Laundering Act 2001 (AMLA) regulatory net to other
categories of financial institutions and designated non-financial
businesses such as real estate agents, e-money issuers, dealers in precious
metals/stones as well as leasing and factoring companies.
To realise this, BNM says it wants the National Coordination Committee
to Counter Money Laundering (NCC) to develop appropriate regulatory
measures that are practical and provide adequate safeguards against abuse
by criminals.
""In this respect, the disclosure system needs to be supported by a
robust suspicious transaction reporting mechanism.
""This will be reinforced by an expanded collaborative relationship
among the stakeholders, in particular the NCC members,"" BNM says in its
2006 Annual Report.
The central bank sees 2007 as ""very challenging for Malaysia,"" and will
therefore continue to be vigilant and responsive to evolving threats from
money laundering and the financing of terrorism activities, as well as
international moves regarding standards and trends in these matters.
""A key challenge for regulators is in striking an appropriate balance,
in terms of the regulatory focus, between overall risks to the financial
system and those relating to these threats,"" it adds.
BNM also notes that the studies conducted by international bodies such
as the Financial Action Task Force (FATF), the Asia-Pacific Group on Money
Laundering (APG) and the World Bank on AML/CFT threats woll continue to be
used to formulate best practices in Malaysia as there is no globally
accepted model that can be used to quantify money laundering or terrorism
financing risk in a given financial system. -- BERNAMA
AFH SIV
",Money laundaring
"JUDGE TOSSES OUT MONEY LAUNDERING CASE
Court-Laundering
KUALA LUMPUR, April 21 (Bernama) -- The Sessions Court here today
granted a discharge not amounting to an aquittal to Datuk V. Alexander
Chako who faced three charges under the Anti-Money Laundering Act 2001
involving RM10 million.
Judge Akhtar Tahir held that the charges against Chako were defective
because they did not clearly state the actual offence committed.
""The court is responsible in ensuring that a charge is made correctly
by the public prosecutor and complies with the Criminal Procedure Code
(CPC).
""In this case, the alleged illegal activity was not specifically stated
in the charge sheet, rendering the charges against the accused defective
under the law,"" he said.
He made the decision after hearing and carefully examining Deputy
Public Prosecutor Dzulkifli Ahmad and defence counsel K. Kumaraendran's
argument pertaining to the matter last April 12.
Judge Akhtar said the public prosecutor had failed to meet the
requirement of Section 154 of the CPC which states the details of how an
offence which was committed need to be spelt out in the charge.
However, the form of the charges and the details as to the time, place
and parties involved, as stipulated under Sections 152 and 153 of the CPC,
had been followed by the public prosecutor, he said.
""After the court makes this decision, it is up to the public prosecutor
to amend the charge sheet. If they wish to continue with the existing
charge, the court will grant the accused a discharge not amounting to an
acquittal,"" he said.
Dzulkifli stood up and told the court that the prosecution would
continue the proceeding and retain the existing charge.
The court then granted Chako a discharge not amounting to an acquittal
under Section 173(g) of the CPC.
Dzulkifli told reporters later that this case was the first under the
Anti-Money Laundering Act where the court decided to grant the accused a
discharge not amounting to an acquittal without reading the charge and
recording the accused's plea.
""We will see whether there is a need for a review or appeal against the
court's decision today,"" he said.
Chako was brought to the court for the first time last April 4 where
the three charges were not read to him after the judge were dissatisfied
with the charges.
-- BERNAMA
RZY SR RON JR SS
",Money laundaring
"JUNE 13 HEARING OF MONEY LAUNDERING CASE INVOLVING UMNO LEADER
Court-Money
KOTA BAHARU, May 21 (Bernama) -- The Sessions Court here today fixed
June 13 to hear a case involving Kubang Kerian Umno division chief Mohd
Fauzi Ismail who was charged with two counts of money laundering totalling
RM138,210.
Sessions Judge Che Mohamad Zulkifly Jusoh set the date following an
application by Mohd Fauzi's counsel Datuk Shukri Mohamad pending the
decision of a case at the Kuala Lumpur High Court on Thursday.
Shukri said the decision would be used as reference in Mohd Fauzi's
case.
On the first charge, Mohd Fauzi, 43, was accused of receiving RM91,650
allegedly proceeds from illegal activities from Mohd Syahbuddin Hashim
opposite Sultan Mohamed IV Stadium in Jalan Mahmood on Jan 6 last year.
The second charge was for receiving RM46,560 also allegedly proceeds
from illegal activities from Wan Ibrahim Wan Setapa at the Kubang Kerian
Umno office between 1pm and 2pm on Jan 10 last year.
He is charged under Section 4(1) of the Anti-Money Laundering Act. Each
charge carries a fine of up to RM5 million and five years jail or both,
upon conviction.
Mohd Fauzi was allowed RM20,000 bail in one surety and was ordered to
surrender his international passport to the court.
-- BERNAMA
SHI SHI MIS TOM
",Money laundaring
"DEVELOPER, EX-MIC YOUTH TREASURER AGAIN FREED OF MONEY-LAUNDERING
COURT-LAUNDERING
KUALA LUMPUR, July 21 (Bernama) -- Charges of money laundering amounting to
RM10 million brought against developer Datuk V. Alexander Chako and former MIC
Youth treasurer S. Ganesan were again thrown out by the Sessions Court.
They were today acquitted and discharged by Justice Jagjit Singh who found
the charges defective and contrary to Section 152 of the Criminal Procedure
Code.
The judge ruled that the prosecution failed to prove a prima facie case
against the accused and the charges were not spelt out for them to defend
themselves fairly and effectively.
Chako, 49 and Ganesan, 34, claimed trial when they were first charged in
2006 under the Anti-Money Laundering Act 2001 but the case was dismissed by
another Sessions Court judge, Datuk Akhtar Tahir, over the manner the charges
were drafted.
But they were charged again with the same offences after a prosecution
appeal to the High Court.
Chako, a director of Triscenic Sdn Bhd, had faced three charges related to a
land deal in Kuala Lumpur.
He was accused of money laundering over the land deal in a law firm in
Bangsar between Sept 14 and Oct 1, 2004 and faced a second charge of using the
land as security to obtain a RM10.5 million loan from Malaysian Assurance
Alliance Bhd between Oct 19 and Dec 27, 2004.
In the third charge, he was alleged to have received RM10 million from the
illegal activity via an account with RHB Bank Berhad at Boulevard in Mid-Valley
between Sept 29, 2004 and March 1, 2005.
Ganesan of Taman Sri Sinar, Segambut, faced two charges of accepting two
cheques from the illegal activities amounting to RM400,000 at the same bank
between Feb 8 and Feb 24, 2005.
They were charged under Section 4(1) of the Anti-Money Laundering Act 2001
and faced up to five years jail or fine up to RM5 million upon conviction.
Justice Jagjit Singh said the prosecution had also failed to ascertain
whether the land and the sums of RM10 million and RM400,000 were proceeds from
an unlawful activity.
He said that after considering the factual circumstances, he was satisfied
that Chako had no knowledge or reason to believe that the land and the RM10
million loan were illegal proceeds.
Neither had the prosecution showed what steps Ganesan had failed to take to
ascertain that the RM400,000 was from an unlawful activity, he said.
-- BERNAMA
SAN TCL MGN
",Money laundaring
"94 MONEY LAUNDERING CASES AT VARIOUS STAGES OF PROSECUTION
BNM-MONEY
KUALA LUMPUR, July 19 (Bernama) -- Ninety-four money laundering cases are in
various stages of prosecution with more than 3,000 charges involving proceeds
amounting to RM1.2 billion, said Bank Negara Malaysia Deputy Governor Datuk
Zamani Abdul Ghani.
Zamani, who is also Chairman of the National Coordination Committee to
Counter Money Laundering (NCC), said that law enforcement agencies have
stepped up capacity and efforts to curb laundering of illegal proceeds.
He said the Royal Malaysian Police, the Malaysian Anti Corruption Commission
and the Royal Customs Malaysia have established dedicated anti money
laundering/counter financing terrorism units to give focus to money laundering
and terrorism financing investigations.
""Other related enforcement agencies have also geared up to achieve the same
progress,"" he said in his keynote address at the International Financial Crime
and Terrorism Financing Conferenec 2010, here today.
Zamani said concerted efforts by law enforcement agencies have resulted in
an average annual increase of 86 per cent in anti-money laundering/counter
financing terrorism cases under prosecution and forfeiture without prosecution.
He said the financial system in Malaysia was consistent with the global
trend and was one of the preferred modes of channeling proceeds of crime.
Zamani said it was observed from recent years that a combination of three
common methods were being used to carry out money-laundering activities.
The first is the increased use of repository accounts whereby immediate
withdrawals are made once deposits have been received.
The other two methods consist of fast movement of money across borders and
the involvement of third parties in laundering activities.
""While this is not peculiar to Malaysia, financial institutions are advised
to ensure strong controls are in place to deter and detect these activities,"" he
said.
Zamani said the modus operandi of such methods involved the smuggling of
dirty monies into Malaysia by the agents of a criminal ring, where the agents
would subsequently deposit cash into the accounts of various entities and
individuals in several bank branches operating in border towns.
The deposits will remain in the accounts only for a limited period of time,
where the runners or the agents will withdraw the cash to be further
wire-transferred and or smuggled to another neighbouring country, as instructed
by the syndicates.
The two-day conference themed ""Strengthening Governance to Derive Value"" is
jointly organised by the Institute of Bankers Malaysia and Compliance Officers
Networking Group Malaysia.
About 550 participants from 14 countries are attending the conference.
-- BERNAMA
RV NNA AR VMD
DEVELOPER, EX-MIC YOUTH TREASURER AGAIN FREED OF MONEY-LAUNDERING
COURT-LAUNDERING
KUALA LUMPUR, July 21 (Bernama) -- Charges of money laundering amounting to
RM10 million brought against developer Datuk V. Alexander Chako and former MIC
Youth treasurer S. Ganesan were again thrown out by the Sessions Court.
They were today acquitted and discharged by Justice Jagjit Singh who found
the charges defective and contrary to Section 152 of the Criminal Procedure
Code.
The judge ruled that the prosecution failed to prove a prima facie case
against the accused and the charges were not spelt out for them to defend
themselves fairly and effectively.
Chako, 49 and Ganesan, 34, claimed trial when they were first charged in
2006 under the Anti-Money Laundering Act 2001 but the case was dismissed by
another Sessions Court judge, Datuk Akhtar Tahir, over the manner the charges
were drafted.
But they were charged again with the same offences after a prosecution
appeal to the High Court.
Chako, a director of Triscenic Sdn Bhd, had faced three charges related to a
land deal in Kuala Lumpur.
He was accused of money laundering over the land deal in a law firm in
Bangsar between Sept 14 and Oct 1, 2004 and faced a second charge of using the
land as security to obtain a RM10.5 million loan from Malaysian Assurance
Alliance Bhd between Oct 19 and Dec 27, 2004.
In the third charge, he was alleged to have received RM10 million from the
illegal activity via an account with RHB Bank Berhad at Boulevard in Mid-Valley
between Sept 29, 2004 and March 1, 2005.
Ganesan of Taman Sri Sinar, Segambut, faced two charges of accepting two
cheques from the illegal activities amounting to RM400,000 at the same bank
between Feb 8 and Feb 24, 2005.
They were charged under Section 4(1) of the Anti-Money Laundering Act 2001
and faced up to five years jail or fine up to RM5 million upon conviction.
Justice Jagjit Singh said the prosecution had also failed to ascertain
whether the land and the sums of RM10 million and RM400,000 were proceeds from
an unlawful activity.
He said that after considering the factual circumstances, he was satisfied
that Chako had no knowledge or reason to believe that the land and the RM10
million loan were illegal proceeds.
Neither had the prosecution showed what steps Ganesan had failed to take to
ascertain that the RM400,000 was from an unlawful activity, he said.
-- BERNAMA
SAN TCL MGN
",Money laundaring
"S'PORE REMAINS COMMITTED TO ANTI-MONEY LAUNDERING
SINGAPORE, Oct 21 (Bernama) -- Singapore has said it will stay fully
committed to the international effort against money laundering and
terrorist financing.
Monetary Authority of Singapore (MAS) Deputy Chairman Tharman
Shanmugaratnam said this in Parliament on Tuesday, and not Senior Minister
Goh Chok Tong, who is also the central bank chairman, as reported.
Tharman, who is also Education Minister, had said this in response to a
question on the US State Department's International Narcotics Control
Strategy report released in March which said that Singapore was a ""major
money laundering country.""
The question from Jurong Member of Parliament Halimah Yacob was
directed to the Senior Minister, according to the Order Paper from
Parliament.
The paper also states that the question was originally directed to the
Prime Minister and Finance Minister Lee Hsien Loong.
-- BERNAMA
SS RM
",Money laundaring
"UMNO DIVISIONAL LEADER CHARGED WITH MONEY LAUNDERING
Court-Money
KOTA BAHARU, Jan 22 (Bernama) -- Kubang Kerian Umno division chief Mohd
Fauzi Ismail was charged in the Sessions Court here today with two counts
of money laundering totalling RM138,210.
He pleaded not guilty to both charges before judge Che Mohamad Zulkifly
Jusoh.
Mohd Fauzi, 43, is alleged to have received RM91,650 that came from
illegal activities from Mohd Syahbuddin Hashim in front of the Sultan
Mohamed IV Stadium at 12.30pm and 7pm on Jan 6, and RM46,560 from Wan
Ibrahim Wan Setapa at the Kubang Kerian Umno division office between 1pm
and 2pm on Jan 10.
He is charged under Section 4(1) of the Anti-Money Laundering Act 2001
which carries a maximum fine of RM5 million or five years jail if
convicted.
Che Mohamad Zulkifly fixed May 21 and 22 for trial and allowed Mohd
Fauzi bail of RM20,000. He also ordered Mohd Fauzi to surrender his
international passport.
DPP Kamal Baharin Omar prosecuted while Mohd Fauzi was represented by
Mathi Nayagam.
-- BERNAMA
ZBI JR CTL
",Money laundaring
"SUSPENDED KUBANG KERIAN UMNO CHIEF FREED OF MONEY LAUNDERING CHARGES
Court-Money Laundering
KOTA BAHARU, Jan 22 (Bernama) -- Suspended Kubang Kerian Umno division
chief Mohd Fauzi Ismail was acquitted and discharged by the Sessions Court
here today of two counts of money laundering involving RM138,210.
Judge Che Mohamad Zulkifly Jusoh freed him without calling for his
defence after ruling that the prosecution had failed to make out a prima
facie case against him.
Mohd Fauzi, 45, was alleged to have received proceeds from illegal
activities amounting to RM91,650 from Mohd. Syahbuddin Hashim, 26, in front
of the Sultan Mohamed IV Stadium between 12.30pm and 7pm on Jan 6, 2005.
He was also alleged to have received RM46,560 from Wan Ibrahim Wan
Setapa, 43, at the division's office between 1pm and 2pm on Jan 10 the same
year.
Each charge carries a maximum RM5 million fine or five years jail, or
both, on conviction.
Kelantan Anti-Corruption Agency prosecuting officer Rashidah Abdul
Karim appeared for the prosecution while Fauzi was represented by counsel
Datuk Sukri Mohamed.
Fauzi, who was accompanied by about 30 supporters, told reporters later
that he would continue with Umno's struggle and work for victory for the
party in Kubang Kerian in the next general election.
""I will go to Kuala Lumpur this week to inform the Umno supreme council
and party leadership of the court decision for follow-up action to be
taken,"" he said.
Fauzi had been suspended as Kubang Kerian Umno division chief pending
the disposal of the case.
-- BERNAMA
MRA MRA JK
",Money laundaring
"BNM TO BE VIGILANT TO EVOLVING ANTI MONEY LAUNDERING
REPORT-AML
KUALA LUMPUR, March 22 (Bernama) -- Bank Negara Malaysia (BNM) will
continue to be vigilant and respond to evolving Anti Money Laundering and
Counter Financing Terrosim (AML/CFT) threats.
The central bank will also response to AML/CFT standards and trends by
fine tuning its legal and regulatory measures, including the invocation of
the Anti Money Laundering Act 2001 (AMLA) reporting obligation on other
categories of financial and non-financial businesses and professions as
recommended by the Financial Task Force on Money Laundering's 40+9 (FATF).
The year ahead is expected to be very challenging for Malaysia as it is
scheduled for a second round of Mutual Evaluation jointly by the
Asia/Pacific Group (APG) for Money Laundering Group and the Offshore Group
of the Banking Supervisors (OGBS) in early 2007, BNM said in its 2005
Annual Report released today.
It said the OGBS will evaluate the AML/CFT regime of the offshore
sector in the Labuan International Offshore Financial Centre.
The APG evaluation team will assess the effectiveness of Malaysia's
AML/CFT system and its compliance with the FATP's 40+9 recommedations based
on the revised 2004 methodology for assessment, the central bank said.
To carry out this massive and important exercise, various working
groups have been established under the National Co-ordination Committee to
Counter Money Laundering (NCC) to focus on all the 250 assessment criteria.
BNM said Malaysia's current AML/CFT measures, laws, regulations,
guidelines and framework are being reviewed to identify gaps and and to
formulate rectification measures.
The central bank also said that at the international front, Malaysia
achieved distinction of being selected at the Eight APG Annual Meeting as
the representative for the Southeast Asia region in the APG Steering Group
for a period from July 2005 till July 2006.
Among the roles of the steering group are to provide advice on issues
of strategic importance, obtain feedback from sub-regional members on key
issues and influence the APG members to participate in the APG activities.
-- BERNAMA
SM MKO
",Money laundaring
"NEED TO FACILITATE COMPLIANCE IN EFFORTS TO COMBAT MONEY LAUNDERING
DAIM-MONEY LAUNDERING
KUALA LUMPUR, May 22 (Bernama) -- As the international community sets
out to combat money laundering, the focus should be on the provision of
on-going technical assistance and training to facilitate compliance rather
than the so-called inadequate observance of international standards, said
Finance Minister Tun Daim Zainuddin.
""Such constructive and developmental approach would be fairer and would
yield more positive results,"" he said in his keynote address at the
three-day Asia-Pacific Group (APG) on Money Laundering's 4th annual meeting
here today.
Admittedly, he said, Malaysia faces constraints and limitations in
dealing with the complex and global nature of money laundering but its
membership of the APG since May 31, 2000 has enabled it to particpate in
the mutual evaluation programmes.
Malaysia too has responded to the call of the international community
by expediting the enactment of the Anti-Money Laundering Act 2001.
The Malaysian Parliament passed the Act earlier this month, with 119
serious offences including drug trafficking, corruption, kidnapping,
robbery and human trafficking.
Daim said the Anti-Money Laundering Act 2001 is the first law in
Malaysia that provides for multi-agency enforcement.
""The new law contains the investigative powers that are ordinarily
given to investigation officers (IOs). The enforcement agency having the
powers to enforce the laws under which the (stated) offence is committed is
given the power to investigate the related money-laundering offence,"" he
added.
As such, he said the next stage in implementing the new law is crucial
in testing the efficiency of the legal provisions of the Act but the
government would remain vigilant and continue to improve further on its
anti-money laundering efforts.
Meanhwile, a coordinated national effort to fight against money
laundering was realised by setting up the National Co-ordination Committee
(NCC) to Counter Money Laundering,involving 13 ministries and government
agencies as its members.
The NCC is responsible for developing a national policy and measures to
counter money laundering and it co-ordinates Malaysia's responses to
international initiatives against money laundering.
Bank Negara Malaysia (BNM) governor Datuk Dr Zeti Akhtar Aziz in her
welcoming speech said the central bank, being the lead agency of the NCC,
is committed to ensure that the integrity of the Malaysian financial system
is not in any way compromised by these types of criminal activities.
Among others, it had introduced a number of initiatives to counter
money laundering, including ""Know Your Customer"" guidelines issued in 1989
and revised in 1993 which will help prevent banking institutions from being
used as a conduit for money laundering.
She said money launderers are quick to probe the financial system for
vulnerabilities and use their ingenuity to devise new methods to circumvent
the system and adapt their methods to exploit these vulnerabilities.
""It is, therefore, imperative that the banking industry be vigilant to
ensure that all efforts of the money launderer are thwarted,"" she added.
In her speech, she noted that offshore financial centres have been the
focus of the international community as being vulnerable to being abused by
money launderers.
She added that the Labuan Offshore Financial Services Authority
(LOFSA), being an NCC member would continue to promote the image of
Labuan's IOFC as a well-regulated and clean centre.
To demonstrate Labuan's commitement in fighting money-laundering
activities, Labuan had volunteered to be assessed by APG.
The evaluation team comprising evaluators from the APG and the Offshore
Group of Banking Supervisors (OGBS) has met with the respective ministries
and government agencies and the Labuan offshore players and the report will
be tabled accordingly, she said. -- BERNAMA
SHO SEL
",Money laundaring
